X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15
"Parkinson's disease: moderate; Asthma: partially controlled";"Amputation of finger(s), excluding thumb: long term, with treatment; Dementia: mild";"Multiple sclerosis: severe; Distance vision: severe impairment";"Spinal cord lesion at neck level: treated; Musculoskeletal problems, legs: mild";"Stroke: long-term consequences, severe plus cognition problems; Motor impairment: moderate";"Spinal cord lesion at neck level: treated; Anxiety disorders: moderate";"Stroke: long-term consequences, severe plus cognition problems; Amputation of finger(s), excluding thumb: long term, with treatment";"Anxiety disorders: severe; Distance vision: moderate impairment";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; COPD and other chronic respiratory disease: mild";"Spinal cord lesion at neck level: treated; Distance vision: severe impairment";"Diabetic neuropathy; Distance vision: moderate impairment";"Anemia: moderate; Angina pectoris: moderate";"Amputation of finger(s), excluding thumb: long term, with treatment; Distance vision: moderate impairment";"Dementia: mild; Amputation of finger(s), excluding thumb: long term, with treatment";"Musculoskeletal problems, legs: mild; Hearing loss: moderate"
"Stroke: long-term consequences, moderate; Cancer: diagnosis and primary therapy";"Asthma: controlled; Distance vision: severe impairment";"Amputation of finger(s), excluding thumb: long term, with treatment; Spinal cord lesion at neck level: treated";"Asthma: controlled; Anxiety disorders: moderate";"Anemia: moderate; Parkinson's disease: moderate";"COPD and other chronic respiratory disease: mild; Musculoskeletal problems, legs: mild";"Angina pectoris: moderate; Multiple sclerosis: severe";"COPD and other chronic respiratory disease: mild; Multiple sclerosis: severe";"COPD and other chronic respiratory disease: mild; Distance vision: severe impairment";"Amputation of finger(s), excluding thumb: long term, with treatment; COPD and other chronic respiratory disease: severe";"Distance vision: severe impairment; COPD and other chronic respiratory disease: severe";"Asthma: controlled; Diabetic neuropathy";"Asthma: controlled; Cancer: diagnosis and primary therapy";"Distance vision: severe impairment; Asthma: controlled";"Asthma: partially controlled; Amputation of finger(s), excluding thumb: long term, with treatment"
"Hearing loss: complete; Dementia: moderate";"Musculoskeletal problems, legs: mild; Angina pectoris: moderate";"Anemia: moderate; Amputation of finger(s), excluding thumb: long term, with treatment";"Angina pectoris: moderate; Acute myocardial infarction: days 3-28";"Major depressive disorder: moderate episode; Anxiety disorders: severe";"Dementia: mild; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Anemia: moderate; Acute myocardial infarction: days 3-28";"Angina pectoris: moderate; Motor impairment: moderate";"Motor impairment: moderate; Stroke: long-term consequences, severe plus cognition problems";"Angina pectoris: moderate; Parkinson's disease: moderate";"Distance vision: moderate impairment; Spinal cord lesion at neck level: treated";"Asthma: partially controlled; Anemia: moderate";"Hearing loss: moderate; Asthma: partially controlled";"Angina pectoris: moderate; Musculoskeletal problems, legs: mild";"Hearing loss: complete; Major depressive disorder: moderate episode"
"Dementia: mild; Spinal cord lesion at neck level: treated";"Dementia: mild; Multiple sclerosis: severe";"Multiple sclerosis: severe; Spinal cord lesion at neck level: treated";"Cancer: diagnosis and primary therapy; Anxiety disorders: severe";"Angina pectoris: moderate; Stroke: long-term consequences, severe plus cognition problems";"Hearing loss: complete; Acute myocardial infarction: days 3-28";"Distance vision: moderate impairment; Stroke: long-term consequences, moderate";"Anemia: moderate; COPD and other chronic respiratory disease: severe";"Musculoskeletal problems, legs: mild; COPD and other chronic respiratory disease: severe";"Anxiety disorders: severe; COPD and other chronic respiratory disease: severe";"Distance vision: moderate impairment; Acute myocardial infarction: days 3-28";"Angina pectoris: moderate; Anxiety disorders: severe";"Dementia: mild; Stroke: long-term consequences, moderate";"Multiple sclerosis: severe; Dementia: mild";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Distance vision: severe impairment"
"Dementia: mild; Anxiety disorders: moderate";"COPD and other chronic respiratory disease: mild; Hearing loss: complete";"Diabetic neuropathy; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Anxiety disorders: severe; Dementia: moderate";"Major depressive disorder: moderate episode; Parkinson's disease: moderate";"Asthma: partially controlled; Dementia: moderate";"Hearing loss: moderate; Decompensated cirrhosis of the liver";"Hearing loss: complete; Multiple sclerosis: severe";"Distance vision: moderate impairment; Major depressive disorder: moderate episode";"Distance vision: moderate impairment; Spinal cord lesion at neck level: treated";"Hearing loss: moderate; Parkinson's disease: moderate";"Distance vision: severe impairment; COPD and other chronic respiratory disease: severe";"COPD and other chronic respiratory disease: mild; Anxiety disorders: severe";"Hearing loss: complete; COPD and other chronic respiratory disease: mild";"Acute myocardial infarction: days 3-28; Dementia: moderate"
"Anemia: moderate; Anxiety disorders: moderate";"Asthma: controlled; Anxiety disorders: severe";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; COPD and other chronic respiratory disease: severe";"Major depressive disorder: moderate episode; Spinal cord lesion at neck level: treated";"Diabetic neuropathy; Acute myocardial infarction: days 3-28";"Cancer: diagnosis and primary therapy; Major depressive disorder: moderate episode";"Decompensated cirrhosis of the liver; Stroke: long-term consequences, severe plus cognition problems";"Distance vision: moderate impairment; Dementia: moderate";"COPD and other chronic respiratory disease: severe; Dementia: moderate";"Hearing loss: complete; Parkinson's disease: moderate";"COPD and other chronic respiratory disease: mild; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Anxiety disorders: moderate; Cancer: diagnosis and primary therapy";"COPD and other chronic respiratory disease: mild; Motor impairment: moderate";"Anxiety disorders: severe; Asthma: controlled";"Musculoskeletal problems, legs: mild; Parkinson's disease: moderate"
"Dementia: moderate; COPD and other chronic respiratory disease: severe";"Acute myocardial infarction: days 3-28; Dementia: mild";"Hearing loss: complete; Hearing loss: moderate";"Acute myocardial infarction: days 3-28; Anxiety disorders: moderate";"Dementia: moderate; Dementia: mild";"Cancer: diagnosis and primary therapy; Diabetic neuropathy";"Anxiety disorders: severe; Amputation of finger(s), excluding thumb: long term, with treatment";"Multiple sclerosis: severe; Amputation of finger(s), excluding thumb: long term, with treatment";"Spinal cord lesion at neck level: treated; Decompensated cirrhosis of the liver";"Spinal cord lesion at neck level: treated; Distance vision: severe impairment";"Multiple sclerosis: severe; Anxiety disorders: moderate";"Asthma: partially controlled; Hearing loss: moderate";"Anxiety disorders: severe; Musculoskeletal problems, legs: mild";"Dementia: mild; Acute myocardial infarction: days 3-28";"COPD and other chronic respiratory disease: severe; Amputation of finger(s), excluding thumb: long term, with treatment"
"Asthma: controlled; Asthma: partially controlled";"Distance vision: moderate impairment; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Amputation of finger(s), excluding thumb: long term, with treatment; Major depressive disorder: moderate episode";"Asthma: controlled; Dementia: mild";"Hearing loss: moderate; Asthma: partially controlled";"Asthma: controlled; Stroke: long-term consequences, severe plus cognition problems";"Major depressive disorder: moderate episode; Decompensated cirrhosis of the liver";"Angina pectoris: moderate; Major depressive disorder: moderate episode";"COPD and other chronic respiratory disease: mild; Multiple sclerosis: severe";"Asthma: controlled; Decompensated cirrhosis of the liver";"Distance vision: moderate impairment; Anxiety disorders: severe";"COPD and other chronic respiratory disease: mild; Anxiety disorders: moderate";"Asthma: controlled; Stroke: long-term consequences, moderate";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Distance vision: moderate impairment";"Hearing loss: moderate; Parkinson's disease: moderate"
"Diabetic neuropathy; Musculoskeletal problems, legs: mild";"Distance vision: moderate impairment; COPD and other chronic respiratory disease: mild";"Decompensated cirrhosis of the liver; Anemia: moderate";"Motor impairment: moderate; COPD and other chronic respiratory disease: mild";"Spinal cord lesion at neck level: treated; Asthma: partially controlled";"Multiple sclerosis: severe; Stroke: long-term consequences, moderate";"Decompensated cirrhosis of the liver; COPD and other chronic respiratory disease: mild";"Stroke: long-term consequences, severe plus cognition problems; Musculoskeletal problems, legs: mild";"Stroke: long-term consequences, moderate; Hearing loss: moderate";"Multiple sclerosis: severe; Angina pectoris: moderate";"Distance vision: severe impairment; Angina pectoris: moderate";"Amputation of finger(s), excluding thumb: long term, with treatment; Anemia: moderate";"Stroke: long-term consequences, moderate; Acute myocardial infarction: days 3-28";"COPD and other chronic respiratory disease: mild; Distance vision: moderate impairment";"Dementia: moderate; Anemia: moderate"
"Anemia: moderate; Angina pectoris: moderate";"Stroke: long-term consequences, severe plus cognition problems; Distance vision: severe impairment";"Stroke: long-term consequences, moderate; Anemia: moderate";"Anemia: moderate; Asthma: controlled";"Spinal cord lesion at neck level: treated; Hearing loss: complete";"Motor impairment: moderate; Angina pectoris: moderate";"Major depressive disorder: moderate episode; Motor impairment: moderate";"Multiple sclerosis: severe; Musculoskeletal problems, legs: mild";"Distance vision: severe impairment; Cancer: diagnosis and primary therapy";"Parkinson's disease: moderate; COPD and other chronic respiratory disease: mild";"Major depressive disorder: moderate episode; Hearing loss: moderate";"Parkinson's disease: moderate; Motor impairment: moderate";"Anemia: moderate; COPD and other chronic respiratory disease: mild";"Distance vision: severe impairment; Stroke: long-term consequences, severe plus cognition problems";"Diabetic neuropathy; Asthma: controlled"
"Major depressive disorder: moderate episode; Hearing loss: complete";"Hearing loss: moderate; Asthma: controlled";"Stroke: long-term consequences, severe plus cognition problems; Asthma: controlled";"Multiple sclerosis: severe; Dementia: moderate";"Major depressive disorder: moderate episode; Diabetic neuropathy";"COPD and other chronic respiratory disease: severe; Anxiety disorders: moderate";"Cancer: diagnosis and primary therapy; Stroke: long-term consequences, moderate";"COPD and other chronic respiratory disease: severe; Dementia: mild";"Spinal cord lesion at neck level: treated; Asthma: partially controlled";"Anemia: moderate; Dementia: mild";"Anxiety disorders: severe; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Major depressive disorder: moderate episode; Stroke: long-term consequences, moderate";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Musculoskeletal problems, legs: mild";"Asthma: controlled; Hearing loss: moderate";"Hearing loss: complete; Asthma: partially controlled"
